manifest_file,cve_id,severity,file_checksum,content_checksum,missing_fields,valid,timestamp,lineage_id
data/cve/CVE-2024-0002.json,CVE-2024-0002,MEDIUM,d8512452214f9dcb314a102dddf6e0787fd09261ff35a9c7de5e52008b37f838,dba8e51118494933c04eced0d9d66048c03b977291c16499c9ddb77a527e53a5,[],True,2025-09-28T06:00:48.148265,RepoReportEcho_092425
data/cve/CVE-2024-0001.json,CVE-2024-0001,HIGH,bdc1e0d19a07174cd3ddbca6af6950a1ec35d4ff83c4c192cec3911a10091d16,6bf7ce712a004d82c195635da876c39dae280ea79db0099cda8dd7871fdab43b,[],True,2025-09-28T06:00:48.148557,RepoReportEcho_092425
data/cve/CVE-2024-0003.json,CVE-2024-0003,CRITICAL,4a6979d32f9ca6ad914b98349aa72c90d837af5301cf4e8842de3c227c493037,e810f94f9ac48dfe7f7d0c77153ea09b38e4a63c9d8e9711ac95f7038ce74525,[],True,2025-09-28T06:00:48.148799,RepoReportEcho_092425
